MAINTENANCE_AGENCY_ID,SUBDOMAIN_ID,NAME,DOMAIN_ID,IS_LISTED,CODE,FACET_ID,DESCRIPTION,IS_NATURAL
ECB,PSTL_CD_GG,Subdomain for the postal code of PSTL_CD_GG,STRNG,,,,,
ECB,PSTL_CD_GI,Subdomain for the postal code of PSTL_CD_GI,STRNG,,,,,
ECB,PSTL_CD_GR,Subdomain for the postal code of PSTL_CD_GR,STRNG,,,,,
ECB,PSTL_CD_GS,Subdomain for the postal code of PSTL_CD_GS,STRNG,,,,,
ECB,PSTL_CD_GU,Subdomain for the postal code of PSTL_CD_GU,STRNG,,,,,
ECB,PSTL_CD_HK,Subdomain for the postal code of PSTL_CD_HK,STRNG,,,,,
ECB,PSTL_CD_HM,Subdomain for the postal code of PSTL_CD_HM,STRNG,,,,,
ECB,PSTL_CD_HT,Subdomain for the postal code of PSTL_CD_HT,STRNG,,,,,
ECB,PSTL_CD_IM,Subdomain for the postal code of PSTL_CD_IM,STRNG,,,,,
ECB,PSTL_CD_IO,Subdomain for the postal code of PSTL_CD_IO,STRNG,,,,,
ECB,PSTL_CD_IR,Subdomain for the postal code of PSTL_CD_IR,STRNG,,,,,
ECB,PSTL_CD_JE,Subdomain for the postal code of PSTL_CD_JE,STRNG,,,,,
ECB,PSTL_CD_JM,Subdomain for the postal code of PSTL_CD_JM,STRNG,,,,,
ECB,PSTL_CD_JP,Subdomain for the postal code of PSTL_CD_JP,STRNG,,,,,
ECB,PSTL_CD_KI,Subdomain for the postal code of PSTL_CD_KI,STRNG,,,,,
ECB,PSTL_CD_KN,Subdomain for the postal code of PSTL_CD_KN,STRNG,,,,,
ECB,PSTL_CD_KY,Subdomain for the postal code of PSTL_CD_KY,STRNG,,,,,
ECB,PSTL_CD_KZ,Subdomain for the postal code of PSTL_CD_KZ,STRNG,,,,,
ECB,PSTL_CD_LB,Subdomain for the postal code of PSTL_CD_LB,STRNG,,,,,
ECB,PSTL_CD_LC,Subdomain for the postal code of PSTL_CD_LC,STRNG,,,,,
ECB,PSTL_CD_LT,Subdomain for the postal code of PSTL_CD_LT,STRNG,,,,,
ECB,PSTL_CD_LU,Subdomain for the postal code of PSTL_CD_LU,STRNG,,,,,
ECB,PSTL_CD_LV,Subdomain for the postal code of PSTL_CD_LV,STRNG,,,,,
ECB,PSTL_CD_MD,Subdomain for the postal code of PSTL_CD_MD,STRNG,,,,,
ECB,PSTL_CD_MH,Subdomain for the postal code of PSTL_CD_MH,STRNG,,,,,
ECB,PSTL_CD_MP,Subdomain for the postal code of PSTL_CD_MP,STRNG,,,,,
ECB,PSTL_CD_MS,Subdomain for the postal code of PSTL_CD_MS,STRNG,,,,,
ECB,PSTL_CD_MT,Subdomain for the postal code of PSTL_CD_MT,STRNG,,,,,
ECB,PSTL_CD_MU,Subdomain for the postal code of PSTL_CD_MU,STRNG,,,,,
ECB,PSTL_CD_NC,Subdomain for the postal code of PSTL_CD_NC,STRNG,,,,,
ECB,PSTL_CD_NF,Subdomain for the postal code of PSTL_CD_NF,STRNG,,,,,
ECB,PSTL_CD_NL,Subdomain for the postal code of PSTL_CD_NL,STRNG,,,,,
ECB,PSTL_CD_NR,Subdomain for the postal code of PSTL_CD_NR,STRNG,,,,,
ECB,PSTL_CD_NU,Subdomain for the postal code of PSTL_CD_NU,STRNG,,,,,
ECB,PSTL_CD_OPN,"Subdomain for the postal code of countries where no postal code format is in place (for example, when no postal code system is in use in a country altogether or there’s uncertainty about the actual format).",STRNG,,,,,
ECB,PSTL_CD_PF,Subdomain for the postal code of PSTL_CD_PF,STRNG,,,,,
ECB,PSTL_CD_PL,Subdomain for the postal code of PSTL_CD_PL,STRNG,,,,,
ECB,PSTL_CD_PN,Subdomain for the postal code of PSTL_CD_PN,STRNG,,,,,
ECB,PSTL_CD_PS,Subdomain for the postal code of PSTL_CD_PS,STRNG,,,,,
ECB,PSTL_CD_PT,Subdomain for the postal code of PSTL_CD_PT,STRNG,,,,,
ECB,PSTL_CD_PW,Subdomain for the postal code of PSTL_CD_PW,STRNG,,,,,
ECB,PSTL_CD_SA,Subdomain for the postal code of PSTL_CD_SA,STRNG,,,,,
ECB,PSTL_CD_SE,Subdomain for the postal code of PSTL_CD_SE,STRNG,,,,,
ECB,PSTL_CD_SH,Subdomain for the postal code of PSTL_CD_SH,STRNG,,,,,
ECB,PSTL_CD_SI,Subdomain for the postal code of PSTL_CD_SI,STRNG,,,,,
ECB,PSTL_CD_SK,Subdomain for the postal code of PSTL_CD_SK,STRNG,,,,,
ECB,PSTL_CD_SM,Subdomain for the postal code of PSTL_CD_SM,STRNG,,,,,
ECB,PSTL_CD_SZ,Subdomain for the postal code of PSTL_CD_SZ,STRNG,,,,,
ECB,PSTL_CD_TC,Subdomain for the postal code of PSTL_CD_TC,STRNG,,,,,
ECB,PSTL_CD_TW,Subdomain for the postal code of PSTL_CD_TW,STRNG,,,,,
ECB,PSTL_CD_US,Subdomain for the postal code of PSTL_CD_US,STRNG,,,,,
ECB,PSTL_CD_VA,Subdomain for the postal code of PSTL_CD_VA,STRNG,,,,,
ECB,PSTL_CD_VC,Subdomain for the postal code of PSTL_CD_VC,STRNG,,,,,
ECB,PSTL_CD_VG,Subdomain for the postal code of PSTL_CD_VG,STRNG,,,,,
ECB,PSTL_CD_VI,Subdomain for the postal code of PSTL_CD_VI,STRNG,,,,,
ECB,PSTL_CD_WF,Subdomain for the postal code of PSTL_CD_WF,STRNG,,,,,
ECB,PSTL_CD_WS,Subdomain for the postal code of PSTL_CD_WS,STRNG,,,,,
ECB,RCGNTN_STTS_ANCRDT_CLLCTN,AnaCredit - ECB collection,RCGNTN_STTS,,,,,
ECB,RCRS_ANCRDT_CLLCTN,AnaCredit - ECB collection,RCRS,,,,,
ECB,RFRNC_RT_ANCRDT_CLLCTN,AnaCredit - ECB collection,RFRNC_RT,,,,,
ECB,RL_0TO1_6D,Real numbers from 0 to 1 with 6 decimals,RL,,,,,
ECB,RL_ALL_6D,Real numbers positive or negative with 6 decimals,RL,,,,,
ECB,RL_NN_NGTV_2D,Non-negative real numbers with 2 decimals,RL,,,,,
ECB,RPYMNT_RGHTS_ANCRDT_CLLCTN,AnaCredit - ECB collection,RPYMNT_RGHTS,,,,,
ECB,SBRDNTD_DBT_ANCRDT_CLLCTN,AnaCredit - ECB collection,SBRDNTD_DBT,,,,,
ECB,SRC_ENCMBRNC_ANCRDT_CLLCTN,AnaCredit - ECB collection,SRC_ENCMBRNC,,,,,
ECB,STRNG_ID_1D_2D,"String starting with a non-zero digit, followed by 2 digits.",STRNG,,,,,
ECB,STRNG_ID_1D_3D,"String starting with a non-zero digit, followed by 3 digits.",STRNG,,,,,
ECB,STRNG_ID_1D_5D,"String starting with a non-zero digit, followed by 5 digits.",STRNG,,,,,
ECB,STRNG_ID_20,Alpha-numeric string (only capitals) of up to 20 characters and dashes,STRNG,,,,,
ECB,STRNG_ID_39_2D,"String starting with 39, followed by 2 digits.",STRNG,,,,,
ECB,STRNG_ID_6,String with 6 digits,STRNG,,,,,
ECB,STRNG_ID_7_5D,"String starting with 7, followed by 5 digits.",STRNG,,,,,
ECB,STRNG_LTN_EXT_255,String up to 255 characters - latin extended,STRNG,,,,,
ECB,STRNG_NMRC_ID_1_TO_5_4D,"String starting with a digit from 1 to 5, followed by 4 digits.",STRNG,,,,,
ECB,STRNG_NMRC_ID_1_TO_8_3D,"String starting with a digit from 1 to 8, followed by 3 digits.",STRNG,,,,,
ECB,STRNG_NMRC_ID_1_TO_8_4D,"String starting with a digit from 1 to 8, followed by 4 digits.",STRNG,,,,,
ECB,STRNG_NMRC_ID_3,String numeric with 3 digits,STRNG,,,,,
ECB,STRNG_NMRC_ID_4,String numeric with 4 digits,STRNG,,,,,
ECB,STRNG_NMRC_ID_5,String numeric with 5 digits,STRNG,,,,,
ECB,STRNG_NMRC_ID_5_TO_6,String numeric from 5 to 6 digits,STRNG,,,,,
ECB,STRNG_NMRC_ID_7,String numeric with 7 digits,STRNG,,,,,
ECB,STRNG_PTTRN_LEI,String with 18 characters (capital letters or digits) followed by 2 digits,STRNG,,,,,
ECB,STRNG_RSTRCTD_ID_50,"String up to 50 characters except spaces, with restrictions",STRNG,,,,,
ECB,STRNG_RSTRCTD_ID_60,"String up to 60 characters of the Basic Latin block, including (non-leading and non-trailing) spaces",STRNG,,,,,
ECB,SZ_ANCRDT_STGNG,AnaCredit - ECB staging,SZ,,,,,
ECB,TYP_AMRTSTN_ANCRDT_CLLCTN,AnaCredit - ECB collection,TYP_AMRTSTN,,,,,
ECB,TYP_INSTRMNT_ANCRDT_CLLCTN,AnaCredit - ECB collection,TYP_INSTRMNT,,,,,
ECB,TYP_INTRST_RT_ANCRDT_CLLCTN,AnaCredit - ECB collection,TYP_INTRST_RT,,,,,
ECB,TYP_PRTCTN_ANCRDT_CLLCTN,AnaCredit - ECB collection,TYP_PRTCTN,,,,,
ECB,TYP_PRTCTN_VL_ANCRDT_CLLCTN,AnaCredit - ECB collection,TYP_PRTCTN_VL,,,,,
ECB,TYP_TRNSFR_ANCRDT_CLLCTN,AnaCredit - ECB collection,TYP_TRNSFR,,,,,
